,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
26,2017-09-27,569.2093358226459,45.87112889093941,1081.4351608297304,569.2093358226459,569.2093358226459,-1.5567029635825536,-1.5567029635825536,-1.5567029635825536,0.3383662276444933,0.3383662276444933,0.3383662276444933,-1.895069191227047,-1.895069191227047,-1.895069191227047,0.0,0.0,0.0,567.6526328590634
27,2017-09-28,569.2854612781323,76.61993454446824,1068.9440681328726,569.2854612781323,569.2854612781323,-0.16759324976811088,-0.16759324976811088,-0.16759324976811088,0.6042009434623448,0.6042009434623448,0.6042009434623448,-0.7717941932304557,-0.7717941932304557,-0.7717941932304557,0.0,0.0,0.0,569.1178680283642
28,2017-09-29,569.3615867336188,53.982843376099616,1048.3456261619212,569.3615867336188,569.3615867336188,-1.7412429186104854,-1.7412429186104854,-1.7412429186104854,-2.1760014171196107,-2.1760014171196107,-2.1760014171196107,0.4347584985091253,0.4347584985091253,0.4347584985091253,0.0,0.0,0.0,567.6203438150083
29,2017-09-30,569.4377121891051,81.3688931418483,1100.8370558632967,569.4377121891051,569.4377121891051,1.3162233274814397,1.3162233274814397,1.3162233274814397,-0.3949570594085936,-0.3949570594085936,-0.3949570594085936,1.711180386890033,1.711180386890033,1.711180386890033,0.0,0.0,0.0,570.7539355165866
30,2017-10-01,569.5138376445916,102.77066160081141,1065.8313344428163,569.5138376445916,569.5138376445916,3.3550128539650963,3.3550128539650963,3.3550128539650963,0.313506531402482,0.313506531402482,0.313506531402482,3.0415063225626144,3.0415063225626144,3.0415063225626144,0.0,0.0,0.0,572.8688504985568
31,2017-10-03,569.6660885555643,78.45041792759788,1060.0854870483574,569.6660885555643,569.6660885555643,6.544917822499465,6.544917822499465,6.544917822499465,0.7554058947798752,0.7554058947798752,0.7554058947798752,5.789511927719589,5.789511927719589,5.789511927719589,0.0,0.0,0.0,576.2110063780638
32,2017-10-04,569.7422140944141,66.21370980168247,1093.2842281369872,569.7422140944141,569.7422140944141,7.5044636874039465,7.5044636874039465,7.5044636874039465,0.33836622764673074,0.33836622764673074,0.33836622764673074,7.166097459757216,7.166097459757216,7.166097459757216,0.0,0.0,0.0,577.246677781818
33,2017-10-05,569.8183396332639,71.25918192720603,1075.8715532508452,569.8183396332639,569.8183396332639,9.119583859979159,9.119583859979159,9.119583859979159,0.6042009434603851,0.6042009434603851,0.6042009434603851,8.515382916518773,8.515382916518773,8.515382916518773,0.0,0.0,0.0,578.937923493243
34,2017-10-06,569.8944651721137,89.02321275371779,1084.2704815062,569.8944651721137,569.8944651721137,7.639163570798637,7.639163570798637,7.639163570798637,-2.176001417119798,-2.176001417119798,-2.176001417119798,9.815164987918436,9.815164987918436,9.815164987918436,0.0,0.0,0.0,577.5336287429122
35,2017-10-07,569.9705907109634,93.73588427330773,1060.606420014254,569.9705907109634,569.9705907109634,10.648572759504715,10.648572759504715,10.648572759504715,-0.39495705940824344,-0.39495705940824344,-0.39495705940824344,11.043529818912958,11.043529818912958,11.043529818912958,0.0,0.0,0.0,580.6191634704682
36,2017-10-08,570.0467162498132,112.35937234890451,1090.1247822474295,570.0467162498132,570.0467162498132,12.492883883473668,12.492883883473668,12.492883883473668,0.31350653139798446,0.31350653139798446,0.31350653139798446,12.179377352075683,12.179377352075683,12.179377352075683,0.0,0.0,0.0,582.539600133287
37,2017-10-09,570.122841788663,92.74348346127118,1091.8442018260278,570.122841788663,570.122841788663,13.762401709783466,13.762401709783466,13.762401709783466,0.5594788792373072,0.5594788792373072,0.5594788792373072,13.202922830546159,13.202922830546159,13.202922830546159,0.0,0.0,0.0,583.8852434984465
38,2017-10-10,570.1989673275128,125.33498287883064,1079.6358386888503,570.1989673275128,570.1989673275128,14.851568280734174,14.851568280734174,14.851568280734174,0.7554058947811215,0.7554058947811215,0.7554058947811215,14.096162385953054,14.096162385953054,14.096162385953054,0.0,0.0,0.0,585.0505356082471
39,2017-10-11,570.2750928663626,110.43680510272671,1059.610158323114,570.2750928663626,570.2750928663626,15.181656984308878,15.181656984308878,15.181656984308878,0.3383662276432205,0.3383662276432205,0.3383662276432205,14.843290756665658,14.843290756665658,14.843290756665658,0.0,0.0,0.0,585.4567498506715
40,2017-10-12,570.3512184052123,100.82067224981061,1101.3745476114693,570.3512184052123,570.3512184052123,16.035261566703,16.035261566703,16.035261566703,0.6042009434593222,0.6042009434593222,0.6042009434593222,15.431060623243676,15.431060623243676,15.431060623243676,0.0,0.0,0.0,586.3864799719153
41,2017-10-13,570.427343944062,92.5628565782697,1072.6703358232207,570.427343944062,570.427343944062,13.673073348540148,13.673073348540148,13.673073348540148,-2.1760014171199384,-2.1760014171199384,-2.1760014171199384,15.849074765660086,15.849074765660086,15.849074765660086,0.0,0.0,0.0,584.1004172926022
42,2017-10-14,570.5034694829119,85.42249764374262,1065.8870302861096,570.5034694829119,570.5034694829119,15.695047129622576,15.695047129622576,15.695047129622576,-0.39495705940777,-0.39495705940777,-0.39495705940777,16.090004189030346,16.090004189030346,16.090004189030346,0.0,0.0,0.0,586.1985166125345
43,2017-10-15,570.5795950217617,107.75642700503495,1076.8437089197748,570.5795950217617,570.5795950217617,16.463234004952042,16.463234004952042,16.463234004952042,0.31350653139516155,0.31350653139516155,0.31350653139516155,16.149727473556883,16.149727473556883,16.149727473556883,0.0,0.0,0.0,587.0428290267138
44,2017-10-16,570.6557205606115,96.66469756578468,1096.2801820611928,570.6557205606115,570.6557205606115,16.586867697602244,16.586867697602244,16.586867697602244,0.5594788792406964,0.5594788792406964,0.5594788792406964,16.027388818361548,16.027388818361548,16.027388818361548,0.0,0.0,0.0,587.2425882582137
45,2017-10-17,570.7318460994612,129.26246721370958,1040.2993073127961,570.7318460994612,570.7318460994612,16.480780398577167,16.480780398577167,16.480780398577167,0.7554058947823679,0.7554058947823679,0.7554058947823679,15.725374503794798,15.725374503794798,15.725374503794798,0.0,0.0,0.0,587.2126264980384
46,2017-10-18,570.807971638311,99.82791770639783,1082.5524447833745,570.807971638311,570.807971638311,15.587575955885471,15.587575955885471,15.587575955885471,0.3383662276454089,0.3383662276454089,0.3383662276454089,15.249209728240062,15.249209728240062,15.249209728240062,0.0,0.0,0.0,586.3955475941964
47,2017-10-19,570.8840971771608,114.08001636880238,1074.1850004626021,570.8840971771608,570.8840971771608,15.211580863586708,15.211580863586708,15.211580863586708,0.6042009434608516,0.6042009434608516,0.6042009434608516,14.607379920125856,14.607379920125856,14.607379920125856,0.0,0.0,0.0,586.0956780407475
48,2017-10-20,570.9602227160105,69.0476395611858,1089.9444192625758,570.9602227160105,570.9602227160105,11.635081207213195,11.635081207213195,11.635081207213195,-2.1760014171175635,-2.1760014171175635,-2.1760014171175635,13.81108262433076,13.81108262433076,13.81108262433076,0.0,0.0,0.0,582.5953039232237
49,2017-10-21,571.0363482548604,102.43540099870381,1053.8072330524242,571.0363482548604,571.0363482548604,12.478960799831626,12.478960799831626,12.478960799831626,-0.3949570594072964,-0.3949570594072964,-0.3949570594072964,12.873917859238922,12.873917859238922,12.873917859238922,0.0,0.0,0.0,583.515309054692
50,2017-10-22,571.1124737937101,47.36684854617984,1052.9621827432081,571.1124737937101,571.1124737937101,12.12503291981907,12.12503291981907,12.12503291981907,0.313506531401223,0.313506531401223,0.313506531401223,11.811526388417846,11.811526388417846,11.811526388417846,0.0,0.0,0.0,583.2375067135292
51,2017-10-23,571.18859933256,95.00357985751839,1068.8693353469287,571.18859933256,571.18859933256,11.200665487426862,11.200665487426862,11.200665487426862,0.5594788792392442,0.5594788792392442,0.5594788792392442,10.641186608187617,10.641186608187617,10.641186608187617,0.0,0.0,0.0,582.3892648199868
52,2017-10-24,571.2647248714097,75.9827858275437,1091.8103311523334,571.2647248714097,571.2647248714097,10.136787582869845,10.136787582869845,10.136787582869845,0.7554058947785846,0.7554058947785846,0.7554058947785846,9.381381688091261,9.381381688091261,9.381381688091261,0.0,0.0,0.0,581.4015124542796
53,2017-10-25,571.3408504102595,117.41629693490218,1091.8664992749605,571.3408504102595,571.3408504102595,8.38971542071126,8.38971542071126,8.38971542071126,0.3383662276447725,0.3383662276447725,0.3383662276447725,8.051349193066487,8.051349193066487,8.051349193066487,0.0,0.0,0.0,579.7305658309707
54,2017-10-26,571.4169759491093,65.0564462251183,1071.0930747415646,571.4169759491093,571.4169759491093,7.27482659613696,7.27482659613696,7.27482659613696,0.6042009434588919,0.6042009434588919,0.6042009434588919,6.670625652678068,6.670625652678068,6.670625652678068,0.0,0.0,0.0,578.6918025452462
55,2017-10-27,571.493101487959,45.84482572975864,1060.9620334734825,571.493101487959,571.493101487959,3.0825970051243314,3.0825970051243314,3.0825970051243314,-2.176001417119009,-2.176001417119009,-2.176001417119009,5.25859842224334,5.25859842224334,5.25859842224334,0.0,0.0,0.0,574.5756984930833
56,2017-10-28,571.5692270268089,87.91455570689249,1071.3372471927244,571.5692270268089,571.5692270268089,3.439119653347265,3.439119653347265,3.439119653347265,-0.394957059406823,-0.394957059406823,-0.394957059406823,3.8340767127540873,3.8340767127540873,3.8340767127540873,0.0,0.0,0.0,575.0083466801561
57,2017-10-29,571.6453525656586,37.10373271349566,1059.6417543827208,571.6453525656586,571.6453525656586,2.728399401242826,2.728399401242826,2.728399401242826,0.31350653139672574,0.31350653139672574,0.31350653139672574,2.4148928698461,2.4148928698461,2.4148928698461,0.0,0.0,0.0,574.3737519669015
58,2017-10-30,571.7214781045084,91.18752493194921,1077.7760962015004,571.7214781045084,571.7214781045084,1.577022764168857,1.577022764168857,1.577022764168857,0.5594788792397203,0.5594788792397203,0.5594788792397203,1.0175438849291367,1.0175438849291367,1.0175438849291367,0.0,0.0,0.0,573.2985008686773
59,2017-10-31,571.7976036433581,75.33164028601598,1078.3883915322583,571.7976036433581,571.7976036433581,0.412287655670317,0.412287655670317,0.412287655670317,0.7554058947798308,0.7554058947798308,0.7554058947798308,-0.34311823910951383,-0.34311823910951383,-0.34311823910951383,0.0,0.0,0.0,572.2098912990284
60,2017-11-01,571.873729182208,90.33060604611082,1060.2533758819761,571.873729182208,571.873729182208,-1.3157739981688625,-1.3157739981688625,-1.3157739981688625,0.3383662276441361,0.3383662276441361,0.3383662276441361,-1.6541402258129987,-1.6541402258129987,-1.6541402258129987,0.0,0.0,0.0,570.5579551840391
61,2017-11-02,571.9498547210578,61.57280556785123,1065.0791402489244,571.9498547210578,571.9498547210578,-2.3004591326649373,-2.3004591326649373,-2.3004591326649373,0.6042009434587257,0.6042009434587257,0.6042009434587257,-2.904660076123663,-2.904660076123663,-2.904660076123663,0.0,0.0,0.0,569.6493955883928
62,2017-11-03,572.0259802599076,88.17034796415007,1094.3376473241117,572.0259802599076,572.0259802599076,-6.262036426381928,-6.262036426381928,-6.262036426381928,-2.1760014171166335,-2.1760014171166335,-2.1760014171166335,-4.086035009265295,-4.086035009265295,-4.086035009265295,0.0,0.0,0.0,565.7639438335257
63,2017-11-04,572.1021057987573,90.976934305774,1069.2720221768961,572.1021057987573,572.1021057987573,-5.586860357883854,-5.586860357883854,-5.586860357883854,-0.3949570594064729,-0.3949570594064729,-0.3949570594064729,-5.1919032984773805,-5.1919032984773805,-5.1919032984773805,0.0,0.0,0.0,566.5152454408734
64,2017-11-05,572.1782313974945,118.34926492601734,1090.3298265397639,572.1782313974945,572.1782313974945,-5.904673905793818,-5.904673905793818,-5.904673905793818,0.313506531398345,0.313506531398345,0.313506531398345,-6.218180437192163,-6.218180437192163,-6.218180437192163,0.0,0.0,0.0,566.2735574917007
65,2017-11-06,572.2543569962319,69.53483170977144,1074.8287979631023,572.2543569962319,572.2543569962319,-6.603513069310366,-6.603513069310366,-6.603513069310366,0.5594788792382681,0.5594788792382681,0.5594788792382681,-7.162991948548634,-7.162991948548634,-7.162991948548634,0.0,0.0,0.0,565.6508439269215
66,2017-11-07,572.3304825949691,92.7143561422216,1019.0966204230967,572.3304825949691,572.3304825949691,-7.271141025982096,-7.271141025982096,-7.271141025982096,0.7554058947767954,0.7554058947767954,0.7554058947767954,-8.026546920758891,-8.026546920758891,-8.026546920758891,0.0,0.0,0.0,565.0593415689871
67,2017-11-08,572.4066081937065,130.30186992267505,1037.4813075509562,572.4066081937065,572.4066081937065,-8.472591735231827,-8.472591735231827,-8.472591735231827,0.3383662276434996,0.3383662276434996,0.3383662276434996,-8.810957962875326,-8.810957962875326,-8.810957962875326,0.0,0.0,0.0,563.9340164584746
68,2017-11-09,572.4827337924437,129.93914300629464,1055.3533574545231,572.4827337924437,572.4827337924437,-8.91581374213902,-8.91581374213902,-8.91581374213902,0.6042009434602553,0.6042009434602553,0.6042009434602553,-9.520014685599275,-9.520014685599275,-9.520014685599275,0.0,0.0,0.0,563.5669200503047
69,2017-11-10,572.558859391181,52.932588972596896,1027.4623894519975,572.558859391181,572.558859391181,-12.334920398669022,-12.334920398669022,-12.334920398669022,-2.176001417118079,-2.176001417118079,-2.176001417118079,-10.158918981550942,-10.158918981550942,-10.158918981550942,0.0,0.0,0.0,560.223938992512
70,2017-11-11,572.6349849899183,64.36174125196781,1028.4744631655687,572.6349849899183,572.6349849899183,-11.128948339006941,-11.128948339006941,-11.128948339006941,-0.3949570594059994,-0.3949570594059994,-0.3949570594059994,-10.73399127960094,-10.73399127960094,-10.73399127960094,0.0,0.0,0.0,561.5060366509114
71,2017-11-12,572.7111105886556,45.09427256884302,1033.952615496407,572.7111105886556,572.7111105886556,-10.93885102454004,-10.93885102454004,-10.93885102454004,0.31350653139996437,0.31350653139996437,0.31350653139996437,-11.252357555940007,-11.252357555940007,-11.252357555940007,0.0,0.0,0.0,561.7722595641156
72,2017-11-13,572.7872361873929,73.18336276830253,1075.2190020437151,572.7872361873929,572.7872361873929,-11.162148309637681,-11.162148309637681,-11.162148309637681,0.5594788792368158,0.5594788792368158,0.5594788792368158,-11.721627188874496,-11.721627188874496,-11.721627188874496,0.0,0.0,0.0,561.6250878777552
73,2017-11-14,572.8633617861301,92.6298053461088,1049.560257458891,572.8633617861301,572.8633617861301,-11.39416584609145,-11.39416584609145,-11.39416584609145,0.7554058947815754,0.7554058947815754,0.7554058947815754,-12.149571740873027,-12.149571740873027,-12.149571740873027,0.0,0.0,0.0,561.4691959400386
74,2017-11-15,572.9394873848674,58.07209690166854,1040.444720729574,572.9394873848674,572.9394873848674,-12.205448219188908,-12.205448219188908,-12.205448219188908,0.33836622764568824,0.33836622764568824,0.33836622764568824,-12.543814446834595,-12.543814446834595,-12.543814446834595,0.0,0.0,0.0,560.7340391656785
75,2017-11-16,573.0156129836047,53.09450927158577,1069.6873746469587,573.0156129836047,573.0156129836047,-12.307338652864903,-12.307338652864903,-12.307338652864903,0.6042009434635783,0.6042009434635783,0.6042009434635783,-12.911539596328481,-12.911539596328481,-12.911539596328481,0.0,0.0,0.0,560.7082743307398
76,2017-11-17,573.0917385823419,57.667205879943374,1073.3898964684793,573.0917385823419,573.0917385823419,-15.435231560540034,-15.435231560540034,-15.435231560540034,-2.1760014171182664,-2.1760014171182664,-2.1760014171182664,-13.259230143421766,-13.259230143421766,-13.259230143421766,0.0,0.0,0.0,557.6565070218019
77,2017-11-18,573.1678641810793,84.18373582613869,1050.2692185604792,573.1678641810793,573.1678641810793,-13.987397850554476,-13.987397850554476,-13.987397850554476,-0.39495705940236253,-0.39495705940236253,-0.39495705940236253,-13.592440791152113,-13.592440791152113,-13.592440791152113,0.0,0.0,0.0,559.1804663305248
78,2017-11-19,573.2439897798165,120.2488852236112,1076.97044039131,573.2439897798165,573.2439897798165,-13.60210598517856,-13.60210598517856,-13.60210598517856,0.3135065314015836,0.3135065314015836,0.3135065314015836,-13.915612516580145,-13.915612516580145,-13.915612516580145,0.0,0.0,0.0,559.6418837946379
79,2017-11-20,573.3201153785539,66.45856932524715,1012.9367624626177,573.3201153785539,573.3201153785539,-13.672454189461009,-13.672454189461009,-13.672454189461009,0.5594788792363278,0.5594788792363278,0.5594788792363278,-14.231933068697337,-14.231933068697337,-14.231933068697337,0.0,0.0,0.0,559.6476611890928
80,2017-11-21,573.3962409772911,82.35354825593943,1079.6128014950707,573.3962409772911,573.3962409772911,-13.787840537771745,-13.787840537771745,-13.787840537771745,0.7554058947785403,0.7554058947785403,0.7554058947785403,-14.543246432550285,-14.543246432550285,-14.543246432550285,0.0,0.0,0.0,559.6084004395193
81,2017-11-22,573.4723665760284,107.29509819744398,1045.823498485149,573.4723665760284,573.4723665760284,-14.511646429462047,-14.511646429462047,-14.511646429462047,0.3383662276450518,0.3383662276450518,0.3383662276450518,-14.8500126571071,-14.8500126571071,-14.8500126571071,0.0,0.0,0.0,558.9607201465664
82,2017-11-23,573.5484921747657,59.189168676244506,1036.8036500535056,573.5484921747657,573.5484921747657,-14.547116898562079,-14.547116898562079,-14.547116898562079,0.6042009434616186,0.6042009434616186,0.6042009434616186,-15.151317842023698,-15.151317842023698,-15.151317842023698,0.0,0.0,0.0,559.0013752762036
83,2017-11-24,573.624617773503,62.85354344148926,1041.6343717457398,573.624617773503,573.624617773503,-17.620933935767386,-17.620933935767386,-17.620933935767386,-2.176001417118454,-2.176001417118454,-2.176001417118454,-15.444932518648933,-15.444932518648933,-15.444932518648933,0.0,0.0,0.0,556.0036838377356
84,2017-11-25,573.7007433722403,25.37187551131288,1022.2426828347302,573.7007433722403,573.7007433722403,-16.122372249829905,-16.122372249829905,-16.122372249829905,-0.3949570594083394,-0.3949570594083394,-0.3949570594083394,-15.727415190421564,-15.727415190421564,-15.727415190421564,0.0,0.0,0.0,557.5783711224103
85,2017-11-26,573.7768689709775,75.14269848312519,1049.477519794257,573.7768689709775,573.7768689709775,-15.680749929757935,-15.680749929757935,-15.680749929757935,0.31350653139708623,0.31350653139708623,0.31350653139708623,-15.994256461155022,-15.994256461155022,-15.994256461155022,0.0,0.0,0.0,558.0961190412196
86,2017-11-27,573.8529945697148,17.99234571449591,1047.503439573627,573.8529945697148,573.8529945697148,-15.680579135665418,-15.680579135665418,-15.680579135665418,0.559478879239717,0.559478879239717,0.559478879239717,-16.240058014905138,-16.240058014905138,-16.240058014905138,0.0,0.0,0.0,558.1724154340494
87,2017-11-28,573.9291201684521,43.215177667563204,1075.486147569656,573.9291201684521,573.9291201684521,-15.703333856859159,-15.703333856859159,-15.703333856859159,0.7554058947797865,0.7554058947797865,0.7554058947797865,-16.458739751638944,-16.458739751638944,-16.458739751638944,0.0,0.0,0.0,558.225786311593
88,2017-11-29,574.0052457671894,46.84957368876111,1082.8472501298613,574.0052457671894,574.0052457671894,-16.305401426275115,-16.305401426275115,-16.305401426275115,0.3383662276472889,0.3383662276472889,0.3383662276472889,-16.643767653922403,-16.643767653922403,-16.643767653922403,0.0,0.0,0.0,557.6998443409143
89,2017-11-30,574.0813713659267,64.80049745424145,1070.7357979150022,574.0813713659267,574.0813713659267,-16.184193536971822,-16.184193536971822,-16.184193536971822,0.6042009434640448,0.6042009434640448,0.6042009434640448,-16.788394480435866,-16.788394480435866,-16.788394480435866,0.0,0.0,0.0,557.8971778289548
90,2017-12-01,574.157496964664,84.88426042631687,1040.4478018145946,574.157496964664,574.157496964664,-19.061906579095005,-19.061906579095005,-19.061906579095005,-2.1760014171173365,-2.1760014171173365,-2.1760014171173365,-16.885905161977668,-16.885905161977668,-16.885905161977668,0.0,0.0,0.0,555.095590385569
