,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
366,2018-09-04,595.2442793675716,92.30667578017669,1086.4852606038594,595.2442793675716,595.2442793675716,-12.801145817989848,-12.801145817989848,-12.801145817989848,0.7554058947841655,0.7554058947841655,0.7554058947841655,-13.556551712774015,-13.556551712774015,-13.556551712774015,0.0,0.0,0.0,582.4431335495817
367,2018-09-05,595.3204049609312,64.84806302424266,1088.5837713959475,595.3204049609312,595.3204049609312,-12.29757720985123,-12.29757720985123,-12.29757720985123,0.3383662276440887,0.3383662276440887,0.3383662276440887,-12.635943437495317,-12.635943437495317,-12.635943437495317,0.0,0.0,0.0,583.02282775108
368,2018-09-06,595.396530554291,87.11674866075417,1051.8397807670692,595.396530554291,595.396530554291,-11.206804681203371,-11.206804681203371,-11.206804681203371,0.6042009434588154,0.6042009434588154,0.6042009434588154,-11.811005624662187,-11.811005624662187,-11.811005624662187,0.0,0.0,0.0,584.1897258730876
369,2018-09-07,595.4726561476507,88.59366832428297,1082.4485342144071,595.4726561476507,595.4726561476507,-13.260552071763502,-13.260552071763502,-13.260552071763502,-2.176001417117843,-2.176001417117843,-2.176001417117843,-11.084550654645659,-11.084550654645659,-11.084550654645659,0.0,0.0,0.0,582.2121040758872
370,2018-09-08,595.5487817410104,96.12440234905469,1064.5558569830134,595.5487817410104,595.5487817410104,-10.851322554203875,-10.851322554203875,-10.851322554203875,-0.3949570594065949,-0.3949570594065949,-0.3949570594065949,-10.456365494797282,-10.456365494797282,-10.456365494797282,0.0,0.0,0.0,584.6974591868066
371,2018-09-09,595.6249073343702,89.44932907163643,1080.6599697411775,595.6249073343702,595.6249073343702,-9.609703225109165,-9.609703225109165,-9.609703225109165,0.31350653139838064,0.31350653139838064,0.31350653139838064,-9.923209756507545,-9.923209756507545,-9.923209756507545,0.0,0.0,0.0,586.015204109261
372,2018-09-10,595.7010329277298,57.94363070508229,1082.7567999787225,595.7010329277298,595.7010329277298,-8.919425530196563,-8.919425530196563,-8.919425530196563,0.559478879243052,0.559478879243052,0.559478879243052,-9.478904409439615,-9.478904409439615,-9.478904409439615,0.0,0.0,0.0,586.7816073975332
373,2018-09-11,595.7771585210895,113.60681765333162,1055.3911258171538,595.7771585210895,595.7771585210895,-8.359102559365812,-8.359102559365812,-8.359102559365812,0.75540589478113,0.75540589478113,0.75540589478113,-9.114508454146941,-9.114508454146941,-9.114508454146941,0.0,0.0,0.0,587.4180559617237
374,2018-09-12,595.8532841144493,122.14908020231971,1078.9172559442009,595.8532841144493,595.8532841144493,-8.480212098314148,-8.480212098314148,-8.480212098314148,0.33836622764345214,0.33836622764345214,0.33836622764345214,-8.8185783259576,-8.8185783259576,-8.8185783259576,0.0,0.0,0.0,587.3730720161351
375,2018-09-13,595.929409707809,103.1327913697637,1097.6882272212463,595.929409707809,595.929409707809,-7.973301495275065,-7.973301495275065,-7.973301495275065,0.6042009434603449,0.6042009434603449,0.6042009434603449,-8.57750243873541,-8.57750243873541,-8.57750243873541,0.0,0.0,0.0,587.9561082125339
376,2018-09-14,596.0055353011687,106.18148101113137,1089.2221664494325,596.0055353011687,596.0055353011687,-10.551902560920649,-10.551902560920649,-10.551902560920649,-2.1760014171180306,-2.1760014171180306,-2.1760014171180306,-8.375901143802619,-8.375901143802619,-8.375901143802619,0.0,0.0,0.0,585.453632740248
377,2018-09-15,596.0816608945286,33.29734922660677,1090.075093515377,596.0816608945286,596.0816608945286,-8.592037595636187,-8.592037595636187,-8.592037595636187,-0.3949570594092849,-0.3949570594092849,-0.3949570594092849,-8.1970805362269,-8.1970805362269,-8.1970805362269,0.0,0.0,0.0,587.4896232988924
378,2018-09-16,596.1577864878882,87.5620047614119,1041.9563907442293,596.1577864878882,596.1577864878882,-7.710020506770149,-7.710020506770149,-7.710020506770149,0.31350653139999995,0.31350653139999995,0.31350653139999995,-8.02352703817015,-8.02352703817015,-8.02352703817015,0.0,0.0,0.0,588.4477659811181
379,2018-09-17,596.233912081248,92.90126282484931,1092.680189850232,596.233912081248,596.233912081248,-7.277949688971513,-7.277949688971513,-7.277949688971513,0.5594788792367583,0.5594788792367583,0.5594788792367583,-7.837428568208272,-7.837428568208272,-7.837428568208272,0.0,0.0,0.0,588.9559623922765
380,2018-09-18,596.3100376211532,99.81958044372419,1098.817428269294,596.3100376211532,596.3100376211532,-6.865801500366349,-6.865801500366349,-6.865801500366349,0.755405894777347,0.755405894777347,0.755405894777347,-7.621207395143696,-7.621207395143696,-7.621207395143696,0.0,0.0,0.0,589.4442361207869
381,2018-09-19,596.3861631610584,107.62295038763446,1081.9563547144344,596.3861631610584,596.3861631610584,-7.0196832654992365,-7.0196832654992365,-7.0196832654992365,0.3383662276456407,0.3383662276456407,0.3383662276456407,-7.358049493144878,-7.358049493144878,-7.358049493144878,0.0,0.0,0.0,589.3664798955592
382,2018-09-20,596.4622887009637,106.62144393854349,1085.2225438006235,596.4622887009637,596.4622887009637,-6.4282144227564855,-6.4282144227564855,-6.4282144227564855,0.6042009434636679,0.6042009434636679,0.6042009434636679,-7.032415366220154,-7.032415366220154,-7.032415366220154,0.0,0.0,0.0,590.0340742782072
383,2018-09-21,596.5384142408687,111.35488216644774,1103.5821965381315,596.5384142408687,596.5384142408687,-8.806519304728916,-8.806519304728916,-8.806519304728916,-2.176001417119476,-2.176001417119476,-2.176001417119476,-6.6305178876094395,-6.6305178876094395,-6.6305178876094395,0.0,0.0,0.0,587.7318949361398
384,2018-09-22,596.614539780774,113.97874991701313,1081.2061910909088,596.614539780774,596.614539780774,-6.535710743113594,-6.535710743113594,-6.535710743113594,-0.39495705940564796,-0.39495705940564796,-0.39495705940564796,-6.1407536837079455,-6.1407536837079455,-6.1407536837079455,0.0,0.0,0.0,590.0788290376604
385,2018-09-23,596.6906653206793,111.60976671401367,1064.6771674806143,596.6906653206793,596.6906653206793,-5.240569420586462,-5.240569420586462,-5.240569420586462,0.31350653140161927,0.31350653140161927,0.31350653140161927,-5.554075951988082,-5.554075951988082,-5.554075951988082,0.0,0.0,0.0,591.4500959000928
386,2018-09-24,596.7667908605845,138.93958540507688,1095.7133580416446,596.7667908605845,596.7667908605845,-4.304819417430032,-4.304819417430032,-4.304819417430032,0.5594788792411117,0.5594788792411117,0.5594788792411117,-4.864298296671143,-4.864298296671143,-4.864298296671143,0.0,0.0,0.0,592.4619714431544
387,2018-09-25,596.8429164004897,105.81468225374853,1105.141280866307,596.8429164004897,596.8429164004897,-3.3129152492172524,-3.3129152492172524,-3.3129152492172524,0.7554058947785932,0.7554058947785932,0.7554058947785932,-4.068321143995846,-4.068321143995846,-4.068321143995846,0.0,0.0,0.0,593.5300011512725
388,2018-09-26,596.9190419403949,98.16390886257304,1117.1332521578854,596.9190419403949,596.9190419403949,-2.82790827508257,-2.82790827508257,-2.82790827508257,0.3383662276421305,0.3383662276421305,0.3383662276421305,-3.1662745027247006,-3.1662745027247006,-3.1662745027247006,0.0,0.0,0.0,594.0911336653123
389,2018-09-27,596.9951674803001,76.29674586997984,1103.8640612464847,596.9951674803001,596.9951674803001,-1.5573722570855997,-1.5573722570855997,-1.5573722570855997,0.6042009434626049,0.6042009434626049,0.6042009434626049,-2.1615732005482045,-2.1615732005482045,-2.1615732005482045,0.0,0.0,0.0,595.4377952232145
390,2018-09-28,597.0712930202053,90.42581204803601,1062.9025738014086,597.0712930202053,597.0712930202053,-3.2368846022946736,-3.2368846022946736,-3.2368846022946736,-2.1760014171184054,-2.1760014171184054,-2.1760014171184054,-1.0608831851762681,-1.0608831851762681,-1.0608831851762681,0.0,0.0,0.0,593.8344084179106
391,2018-09-29,597.1474185601105,101.23392785863194,1054.5711762927385,597.1474185601105,597.1474185601105,-0.26895701905361435,-0.26895701905361435,-0.26895701905361435,-0.3949570594052979,-0.3949570594052979,-0.3949570594052979,0.12600004035168358,0.12600004035168358,0.12600004035168358,0.0,0.0,0.0,596.8784615410569
392,2018-09-30,597.2235441000157,135.05991359954632,1113.5292028862095,597.2235441000157,597.2235441000157,1.6998638771632257,1.6998638771632257,1.6998638771632257,0.3135065313971218,0.3135065313971218,0.3135065313971218,1.386357345766104,1.386357345766104,1.386357345766104,0.0,0.0,0.0,598.923407977179
393,2018-10-01,597.299669639921,128.08124217571194,1057.1844884884515,597.299669639921,597.299669639921,3.264309325463137,3.264309325463137,3.264309325463137,0.5594788792396596,0.5594788792396596,0.5594788792396596,2.7048304462234776,2.7048304462234776,2.7048304462234776,0.0,0.0,0.0,600.5639789653842
394,2018-10-02,597.3757951798262,106.85385676775005,1082.498566472706,597.3757951798262,597.3757951798262,4.81918285993194,4.81918285993194,4.81918285993194,0.7554058947755579,0.7554058947755579,0.7554058947755579,4.063776965156382,4.063776965156382,4.063776965156382,0.0,0.0,0.0,602.1949780397582
395,2018-10-03,597.4519207197314,127.5480128370885,1089.055947019625,597.4519207197314,597.4519207197314,5.782052464938088,5.782052464938088,5.782052464938088,0.33836622764436775,0.33836622764436775,0.33836622764436775,5.44368623729372,5.44368623729372,5.44368623729372,0.0,0.0,0.0,603.2339731846695
396,2018-10-04,597.5280462596367,138.23749107109327,1107.983260458251,597.5280462596367,597.5280462596367,7.427845341037466,7.427845341037466,7.427845341037466,0.6042009434650313,0.6042009434650313,0.6042009434650313,6.823644397572434,6.823644397572434,6.823644397572434,0.0,0.0,0.0,604.9558916006741
397,2018-10-05,597.6041717995419,98.7744296607829,1063.078471362388,597.6041717995419,597.6041717995419,6.005834614492989,6.005834614492989,6.005834614492989,-2.176001417118546,-2.176001417118546,-2.176001417118546,8.181836031611535,8.181836031611535,8.181836031611535,0.0,0.0,0.0,603.6100064140348
398,2018-10-06,597.6802973394471,120.31665843556709,1089.0700017538818,597.6802973394471,597.6802973394471,9.101111700552652,9.101111700552652,9.101111700552652,-0.3949570594048244,-0.3949570594048244,-0.3949570594048244,9.496068759957478,9.496068759957478,9.496068759957478,0.0,0.0,0.0,606.7814090399997
399,2018-10-07,597.7564228793522,149.11664462279,1086.010305287501,597.7564228793522,597.7564228793522,11.057813145685872,11.057813145685872,11.057813145685872,0.313506531401509,0.313506531401509,0.313506531401509,10.744306614284362,10.744306614284362,10.744306614284362,0.0,0.0,0.0,608.814236025038
400,2018-10-08,597.8325484192574,132.426338121447,1074.5160008416378,597.8325484192574,597.8325484192574,12.464676828285228,12.464676828285228,12.464676828285228,0.5594788792382073,0.5594788792382073,0.5594788792382073,11.905197949047022,11.905197949047022,11.905197949047022,0.0,0.0,0.0,610.2972252475425
401,2018-10-09,597.9086739591627,117.08468604238904,1089.9407579591796,597.9086739591627,597.9086739591627,13.713989811109144,13.713989811109144,13.713989811109144,0.7554058947810858,0.7554058947810858,0.7554058947810858,12.958583916328056,12.958583916328056,12.958583916328056,0.0,0.0,0.0,611.6226637702719
402,2018-10-10,597.9847994990679,122.25255523967608,1122.962067398844,597.9847994990679,597.9847994990679,14.224340430482266,14.224340430482266,14.224340430482266,0.33836622764655616,0.33836622764655616,0.33836622764655616,13.88597420283571,13.88597420283571,13.88597420283571,0.0,0.0,0.0,612.2091399295501
403,2018-10-11,598.0609250389731,113.44804462850186,1103.9476641082124,598.0609250389731,598.0609250389731,15.275178706033516,15.275178706033516,15.275178706033516,0.6042009434630715,0.6042009434630715,0.6042009434630715,14.670977762570447,14.670977762570447,14.670977762570447,0.0,0.0,0.0,613.3361037450067
404,2018-10-12,598.1370505788783,127.65829002451808,1098.400223525292,598.1370505788783,598.1370505788783,13.123676226795823,13.123676226795823,13.123676226795823,-2.1760014171187336,-2.1760014171187336,-2.1760014171187336,15.299677643914555,15.299677643914555,15.299677643914555,0.0,0.0,0.0,611.2607268056742
405,2018-10-13,598.2131761187835,114.9055355762826,1096.5863152616191,598.2131761187835,598.2131761187835,15.365983603667452,15.365983603667452,15.365983603667452,-0.39495705940118736,-0.39495705940118736,-0.39495705940118736,15.76094066306864,15.76094066306864,15.76094066306864,0.0,0.0,0.0,613.579159722451
406,2018-10-14,598.2893016586887,105.80903288979246,1086.2322663234058,598.2893016586887,598.2893016586887,16.360161098511643,16.360161098511643,16.360161098511643,0.31350653139868606,0.31350653139868606,0.31350653139868606,16.046654567112956,16.046654567112956,16.046654567112956,0.0,0.0,0.0,614.6494627572004
407,2018-10-15,598.3654271985939,147.9774286004178,1110.001915280904,598.3654271985939,598.3654271985939,16.71136628201881,16.71136628201881,16.71136628201881,0.5594788792377193,0.5594788792377193,0.5594788792377193,16.15188740278109,16.15188740278109,16.15188740278109,0.0,0.0,0.0,615.0767934806128
408,2018-10-16,598.4415527384991,146.53344106548397,1112.3516156999835,598.4415527384991,598.4415527384991,16.830371895585753,16.830371895585753,16.830371895585753,0.7554058947773025,0.7554058947773025,0.7554058947773025,16.074966000808452,16.074966000808452,16.074966000808452,0.0,0.0,0.0,615.2719246340848
409,2018-10-17,598.5176782784043,149.2042776103496,1108.5684110927075,598.5176782784043,598.5176782784043,16.155838964068742,16.155838964068742,16.155838964068742,0.33836622764299684,0.33836622764299684,0.33836622764299684,15.817472736425744,15.817472736425744,15.817472736425744,0.0,0.0,0.0,614.673517242473
410,2018-10-18,598.5938038183097,95.1033013806818,1146.8626862020258,598.5938038183097,598.5938038183097,15.988362913270992,15.988362913270992,15.988362913270992,0.6042009434620086,0.6042009434620086,0.6042009434620086,15.384161969808982,15.384161969808982,15.384161969808982,0.0,0.0,0.0,614.5821667315806
411,2018-10-19,598.6699293582147,117.45659636372463,1073.5405175445428,598.6699293582147,598.6699293582147,12.606798325408848,12.606798325408848,12.606798325408848,-2.176001417118921,-2.176001417118921,-2.176001417118921,14.782799742527768,14.782799742527768,14.782799742527768,0.0,0.0,0.0,611.2767276836236
412,2018-10-20,598.7460547960977,123.484525564103,1154.4742157877129,598.7460547960977,598.7460547960977,13.628975286926048,13.628975286926048,13.628975286926048,-0.3949570594038773,-0.3949570594038773,-0.3949570594038773,14.023932346329925,14.023932346329925,14.023932346329925,0.0,0.0,0.0,612.3750300830237
413,2018-10-21,598.8221802339807,113.09532318545229,1175.9778621605885,598.8221802339807,598.8221802339807,13.434097764378908,13.434097764378908,13.434097764378908,0.31350653140307344,0.31350653140307344,0.31350653140307344,13.120591232975835,13.120591232975835,13.120591232975835,0.0,0.0,0.0,612.2562779983596
414,2018-10-22,598.8983056718638,115.33592117137565,1113.329493026883,598.8983056718638,598.8983056718638,12.647422227059852,12.647422227059852,12.647422227059852,0.5594788792411084,0.5594788792411084,0.5594788792411084,12.087943347818744,12.087943347818744,12.087943347818744,0.0,0.0,0.0,611.5457278989237
415,2018-10-23,598.9744311097468,105.48376445941527,1087.916745381499,598.9744311097468,598.9744311097468,11.698303198041769,11.698303198041769,11.698303198041769,0.7554058947785487,0.7554058947785487,0.7554058947785487,10.942897303263221,10.942897303263221,10.942897303263221,0.0,0.0,0.0,610.6727343077886
416,2018-10-24,599.0505565476298,140.0281599266342,1102.3073592817168,599.0505565476298,599.0505565476298,10.042043054273375,10.042043054273375,10.042043054273375,0.3383662276452345,0.3383662276452345,0.3383662276452345,9.70367682662814,9.70367682662814,9.70367682662814,0.0,0.0,0.0,609.0925996019031
417,2018-10-25,599.1266819855127,116.13554359061362,1041.365246797569,599.1266819855127,599.1266819855127,8.993574539860473,8.993574539860473,8.993574539860473,0.6042009434600488,0.6042009434600488,0.6042009434600488,8.389373596400425,8.389373596400425,8.389373596400425,0.0,0.0,0.0,608.1202565253732
418,2018-10-26,599.2028074233958,128.00746601542846,1089.4002741410932,599.2028074233958,599.2028074233958,4.8434904895097715,4.8434904895097715,4.8434904895097715,-2.176001417117804,-2.176001417117804,-2.176001417117804,7.019491906627576,7.019491906627576,7.019491906627576,0.0,0.0,0.0,604.0462979129056
419,2018-10-27,599.2789328612788,112.25813639039575,1063.7434931690725,599.2789328612788,599.2789328612788,5.218540508097435,5.218540508097435,5.218540508097435,-0.39495705940352754,-0.39495705940352754,-0.39495705940352754,5.613497567500962,5.613497567500962,5.613497567500962,0.0,0.0,0.0,604.4974733693763
420,2018-10-28,599.3550582991618,95.48225594816323,1103.1214612993888,599.3550582991618,599.3550582991618,4.503889599243586,4.503889599243586,4.503889599243586,0.31350653140025037,0.31350653140025037,0.31350653140025037,4.190383067843336,4.190383067843336,4.190383067843336,0.0,0.0,0.0,603.8589478984054
421,2018-10-29,599.4311837370448,129.97179037283598,1083.661064916682,599.4311837370448,599.4311837370448,3.3277391874365803,3.3277391874365803,3.3277391874365803,0.559478879239656,0.559478879239656,0.559478879239656,2.768260308196924,2.768260308196924,2.768260308196924,0.0,0.0,0.0,602.7589229244813
422,2018-10-30,599.5073091749279,123.95388839028836,1059.8232945530692,599.5073091749279,599.5073091749279,2.119397083094296,2.119397083094296,2.119397083094296,0.755405894779795,0.755405894779795,0.755405894779795,1.363991188314501,1.363991188314501,1.363991188314501,0.0,0.0,0.0,601.6267062580222
423,2018-10-31,599.5834346128108,93.98065613862298,1072.1448415665975,599.5834346128108,599.5834346128108,0.3312312616250294,0.3312312616250294,0.3312312616250294,0.3383662276416754,0.3383662276416754,0.3383662276416754,-0.007134966016645948,-0.007134966016645948,-0.007134966016645948,0.0,0.0,0.0,599.9146658744359
424,2018-11-01,599.6595600506938,139.34823080422183,1090.8231445248596,599.6595600506938,599.6595600506938,-0.7274687383438178,-0.7274687383438178,-0.7274687383438178,0.6042009434633718,0.6042009434633718,0.6042009434633718,-1.3316696818071896,-1.3316696818071896,-1.3316696818071896,0.0,0.0,0.0,598.9320913123499
425,2018-11-02,599.7356854885768,113.95296448845687,1092.2574867221235,599.7356854885768,599.7356854885768,-4.774214998993115,-4.774214998993115,-4.774214998993115,-2.176001417119249,-2.176001417119249,-2.176001417119249,-2.598213581873866,-2.598213581873866,-2.598213581873866,0.0,0.0,0.0,594.9614704895837
426,2018-11-03,599.8118109264599,91.84402681845636,1057.3287044983126,599.8118109264599,599.8118109264599,-4.192517753635925,-4.192517753635925,-4.192517753635925,-0.39495705940950404,-0.39495705940950404,-0.39495705940950404,-3.7975606942264206,-3.7975606942264206,-3.7975606942264206,0.0,0.0,0.0,595.619293172824
427,2018-11-04,599.8879363643429,129.2978536951025,1081.8343973383885,599.8879363643429,599.8879363643429,-4.60927031679527,-4.60927031679527,-4.60927031679527,0.31350653139742735,0.31350653139742735,0.31350653139742735,-4.922776848192697,-4.922776848192697,-4.922776848192697,0.0,0.0,0.0,595.2786660475476
428,2018-11-05,599.9640618022258,114.21900273086159,1069.6484993429212,599.9640618022258,599.9640618022258,-5.409733233790641,-5.409733233790641,-5.409733233790641,0.5594788792430453,0.5594788792430453,0.5594788792430453,-5.969212113033687,-5.969212113033687,-5.969212113033687,0.0,0.0,0.0,594.5543285684352
429,2018-11-06,600.0401872401088,78.68816096584253,1060.5942077764353,600.0401872401088,600.0401872401088,-6.179043235906756,-6.179043235906756,-6.179043235906756,0.7554058947802933,0.7554058947802933,0.7554058947802933,-6.9344491306870495,-6.9344491306870495,-6.9344491306870495,0.0,0.0,0.0,593.8611440042021
430,2018-11-07,600.1163126779919,105.31715642653714,1084.4369389001322,600.1163126779919,600.1163126779919,-7.479824768006228,-7.479824768006228,-7.479824768006228,0.33836622764391244,0.33836622764391244,0.33836622764391244,-7.8181909956501405,-7.8181909956501405,-7.8181909956501405,0.0,0.0,0.0,592.6364879099857
431,2018-11-08,600.1924381158749,85.25522976023302,1035.2089215781539,600.1924381158749,600.1924381158749,-8.017893047380694,-8.017893047380694,-8.017893047380694,0.6042009434614122,0.6042009434614122,0.6042009434614122,-8.622093990842105,-8.622093990842105,-8.622093990842105,0.0,0.0,0.0,592.1745450684942
432,2018-11-09,600.2685635537579,139.75198503027042,1059.7255253058515,600.2685635537579,600.2685635537579,-11.52555336980214,-11.52555336980214,-11.52555336980214,-2.1760014171194366,-2.1760014171194366,-2.1760014171194366,-9.349551952682702,-9.349551952682702,-9.349551952682702,0.0,0.0,0.0,588.7430101839557
433,2018-11-10,600.3446889916409,78.19679866227378,1078.4829628838747,600.3446889916409,600.3446889916409,-10.4003973311125,-10.4003973311125,-10.4003973311125,-0.3949570594058673,-0.3949570594058673,-0.3949570594058673,-10.005440271706634,-10.005440271706634,-10.005440271706634,0.0,0.0,0.0,589.9442916605284
434,2018-11-11,600.420814429524,108.97263835117113,1100.7241441155852,600.420814429524,600.420814429524,-10.282321973474074,-10.282321973474074,-10.282321973474074,0.3135065314018145,0.3135065314018145,0.3135065314018145,-10.59582850487589,-10.59582850487589,-10.59582850487589,0.0,0.0,0.0,590.1384924560499
435,2018-11-12,600.4969398674069,84.86233312164485,1080.2699824933375,600.4969398674069,600.4969398674069,-10.568192379195224,-10.568192379195224,-10.568192379195224,0.5594788792377158,0.5594788792377158,0.5594788792377158,-11.12767125843294,-11.12767125843294,-11.12767125843294,0.0,0.0,0.0,589.9287474882117
436,2018-11-13,600.5730653052899,146.8931016114327,1076.4249507676716,600.5730653052899,600.5730653052899,-10.853081486283775,-10.853081486283775,-10.853081486283775,0.755405894777258,0.755405894777258,0.755405894777258,-11.608487381061035,-11.608487381061035,-11.608487381061035,0.0,0.0,0.0,589.7199838190061
437,2018-11-14,600.6491907431729,76.07955632372644,1096.1098275360305,600.6491907431729,600.6491907431729,-11.707671352764816,-11.707671352764816,-11.707671352764816,0.33836622764327645,0.33836622764327645,0.33836622764327645,-12.046037580408091,-12.046037580408091,-12.046037580408091,0.0,0.0,0.0,588.9415193904081
438,2018-11-15,600.725316181056,107.92913487588486,1100.6918023139256,600.725316181056,600.725316181056,-11.843809402193893,-11.843809402193893,-11.843809402193893,0.6042009434594524,0.6042009434594524,0.6042009434594524,-12.448010345653344,-12.448010345653344,-12.448010345653344,0.0,0.0,0.0,588.8815067788621
439,2018-11-16,600.801441618939,91.87297181096947,1092.0429587907847,600.801441618939,600.801441618939,-14.997726954500461,-14.997726954500461,-14.997726954500461,-2.176001417120882,-2.176001417120882,-2.176001417120882,-12.821725537379578,-12.821725537379578,-12.821725537379578,0.0,0.0,0.0,585.8037146644385
440,2018-11-17,600.8775670568219,127.26194520402251,1078.908677043998,600.8775670568219,600.8775670568219,-13.568821274411295,-13.568821274411295,-13.568821274411295,-0.3949570594086807,-0.3949570594086807,-0.3949570594086807,-13.173864215002617,-13.173864215002617,-13.173864215002617,0.0,0.0,0.0,587.3087457824106
441,2018-11-18,600.9536924947049,96.38381470420696,1092.325797146861,600.9536924947049,600.9536924947049,-13.196725708904413,-13.196725708904413,-13.196725708904413,0.31350653139899154,0.31350653139899154,0.31350653139899154,-13.510232240303406,-13.510232240303406,-13.510232240303406,0.0,0.0,0.0,587.7569667858005
442,2018-11-19,601.029817932588,72.88596726910784,1080.6039178092042,601.029817932588,601.029817932588,-13.276085079997499,-13.276085079997499,-13.276085079997499,0.559478879241105,0.559478879241105,0.559478879241105,-13.835563959238604,-13.835563959238604,-13.835563959238604,0.0,0.0,0.0,587.7537328525905
443,2018-11-20,601.105943370471,85.15715798788096,1028.9084185716874,601.105943370471,601.105943370471,-13.397964969784534,-13.397964969784534,-13.397964969784534,0.7554058947820379,0.7554058947820379,0.7554058947820379,-14.15337086456657,-14.15337086456657,-14.15337086456657,0.0,0.0,0.0,587.7079784006864
444,2018-11-21,601.1820688201201,75.641392239475,1089.98083605421,601.1820688201201,601.1820688201201,-14.127472396896518,-14.127472396896518,-14.127472396896518,0.33836622764551355,0.33836622764551355,0.33836622764551355,-14.465838624542032,-14.465838624542032,-14.465838624542032,0.0,0.0,0.0,587.0545964232235
445,2018-11-22,601.2581942697693,96.83813388351788,1078.6604738537758,601.2581942697693,601.2581942697693,-14.169573333355844,-14.169573333355844,-14.169573333355844,0.6042009434627754,0.6042009434627754,0.6042009434627754,-14.773774276818619,-14.773774276818619,-14.773774276818619,0.0,0.0,0.0,587.0886209364135
446,2018-11-23,601.3343197194184,105.79151183137672,1074.7552471604447,601.3343197194184,601.3343197194184,-17.252605198300692,-17.252605198300692,-17.252605198300692,-2.1760014171185067,-2.1760014171185067,-2.1760014171185067,-15.076603781182186,-15.076603781182186,-15.076603781182186,0.0,0.0,0.0,584.0817145211178
447,2018-11-24,601.4104451690675,117.6507594400813,1057.3327964697694,601.4104451690675,601.4104451690675,-15.767375609200343,-15.767375609200343,-15.767375609200343,-0.39495705940820713,-0.39495705940820713,-0.39495705940820713,-15.372418549792135,-15.372418549792135,-15.372418549792135,0.0,0.0,0.0,585.6430695598672
448,2018-11-25,601.4865706187167,111.32562841465402,1033.5609752313962,601.4865706187167,601.4865706187167,-15.344561545358465,-15.344561545358465,-15.344561545358465,0.31350653140061085,0.31350653140061085,0.31350653140061085,-15.658068076759076,-15.658068076759076,-15.658068076759076,0.0,0.0,0.0,586.1420090733582
449,2018-11-26,601.5626960683658,98.90616981214764,1071.8393374470609,601.5626960683658,601.5626960683658,-15.369815535750337,-15.369815535750337,-15.369815535750337,0.5594788792444941,0.5594788792444941,0.5594788792444941,-15.92929441499483,-15.92929441499483,-15.92929441499483,0.0,0.0,0.0,586.1928805326154
450,2018-11-27,601.6388215180149,84.21684853188631,1094.0492879148678,601.6388215180149,601.6388215180149,-15.425497142448123,-15.425497142448123,-15.425497142448123,0.7554058947782546,0.7554058947782546,0.7554058947782546,-16.180903037226376,-16.180903037226376,-16.180903037226376,0.0,0.0,0.0,586.2133243755668
451,2018-11-28,601.7149469676641,106.23666756656804,1072.5418727561605,601.7149469676641,601.7149469676641,-16.06859737679996,-16.06859737679996,-16.06859737679996,0.3383662276448284,0.3383662276448284,0.3383662276448284,-16.406963604444787,-16.406963604444787,-16.406963604444787,0.0,0.0,0.0,585.6463495908641
452,2018-11-29,601.7910724173132,117.22053434519617,1091.3228593313527,601.7910724173132,601.7910724173132,-15.996832433071381,-15.996832433071381,-15.996832433071381,0.6042009434608158,0.6042009434608158,0.6042009434608158,-16.601033376532197,-16.601033376532197,-16.601033376532197,0.0,0.0,0.0,585.7942399842418
453,2018-11-30,601.8671978669623,50.3572550039887,1065.5214670515134,601.8671978669623,601.8671978669623,-18.932396873694984,-18.932396873694984,-18.932396873694984,-2.1760014171173894,-2.1760014171173894,-2.1760014171173894,-16.756395456577597,-16.756395456577597,-16.756395456577597,0.0,0.0,0.0,582.9348009932673
454,2018-12-01,601.9433233166116,117.2671359408203,1128.3816202035746,601.9433233166116,601.9433233166116,-17.261260834517422,-17.261260834517422,-17.261260834517422,-0.3949570594077335,-0.3949570594077335,-0.3949570594077335,-16.86630377510969,-16.86630377510969,-16.86630377510969,0.0,0.0,0.0,584.6820624820941
455,2018-12-02,602.0194487662606,119.74430895809019,1066.7433634447336,602.0194487662606,602.0194487662606,-16.610720165274557,-16.610720165274557,-16.610720165274557,0.3135065313977877,0.3135065313977877,0.3135065313977877,-16.924226696672342,-16.924226696672342,-16.924226696672342,0.0,0.0,0.0,585.408728600986
456,2018-12-03,602.0955742159097,61.73129128508915,1071.9910612905246,602.0955742159097,602.0955742159097,-16.364602486057542,-16.364602486057542,-16.364602486057542,0.5594788792391647,0.5594788792391647,0.5594788792391647,-16.924081365296708,-16.924081365296708,-16.924081365296708,0.0,0.0,0.0,585.7309717298522
457,2018-12-04,602.1716996655589,84.11574384957935,1066.2349792438404,602.1716996655589,602.1716996655589,-16.1050454901016,-16.1050454901016,-16.1050454901016,0.7554058947837824,0.7554058947837824,0.7554058947837824,-16.86045138488538,-16.86045138488538,-16.86045138488538,0.0,0.0,0.0,586.0666541754573
